identifiers_isbn_10,identifiers_isbn_13,identifiers_openlibrary,links,url,number_of_pages,pagination,ebooks,subject_people,weight,subject_places,subject_times,key,cover_small,cover_medium,cover_large,by_statement,title,publish_date,table_of_contents,publish_places,subjects,authors,classifications_lc_classifications,excerpts,notes,subtitle,publishers,classifications,identifiers_librarything,identifiers_goodreads,identifiers_lccn,identifiers_oclc,cover,classifications_dewey_decimal_class,identifiers_amazon,identifiers_wikidata,identifiers_overdrive,identifiers_alibris_id,identifiers_google,identifiers_musicbrainz
009958347X,9780099583479,OL27568392M,,https://openlibrary.org/books/OL27568392M/Fates_Worse_Than_Death,240.0,,,,,,,/books/OL27568392M,https://covers.openlibrary.org/b/id/9023454-S.jpg,https://covers.openlibrary.org/b/id/9023454-M.jpg,https://covers.openlibrary.org/b/id/9023454-L.jpg,,Fates Worse Than Death,"Nov 07, 2013",,,"Vonnegut, kurt, 1922-2007; Authors, american; Authors, biography",Kurt Vonnegut,PS3572.O5,,Source title: Fates Worse Than Death: An Autobiographical Collage of the 1980s,An Autobiographical Collage of the 1980s,Vintage Classics,,,,,,,,009958347X,,,,,
0099583623,9780099583622,OL32318398M,,https://openlibrary.org/books/OL32318398M/Fates_Worse_Than_Death,,,,,,,,/books/OL32318398M,https://covers.openlibrary.org/b/id/10942033-S.jpg,https://covers.openlibrary.org/b/id/10942033-M.jpg,https://covers.openlibrary.org/b/id/10942033-L.jpg,,Fates Worse Than Death,,,,,Kurt Vonnegut,,,Source title: Fates Worse Than Death: An Autobiographical Collage of the 1980's,An Autobiographical Collage of the 1980's,Random House,,,,,,,,,,,,,
0099750414,,OL17416589M,,https://openlibrary.org/books/OL17416589M/Mother_Night,176.0,"xii, 176 p. ;",,,,,,/books/OL17416589M,,,,Kurt Vonegut.,Mother Night,1997,,London,"Black humor (Literature); Fiction; Science fiction; Spy stories; War criminals; Trials; Prisoners; National socialism; World War, 1939-1945; War crime trials; American fiction (fictional works by one author)",Kurt Vonnegut,,,"Originally published: London: Jonathan Cape, 1968.",,Vintage,,816500,1233638,,,,813.54,,,,,,
0099800209,,OL26322366M,,https://openlibrary.org/books/OL26322366M/Slaughterhouse-five_or_The_children's_crusade_a_duty-dance_with_death,157.0,,,Billy Pilgrim,,Dresden; Germany,1939-1945,/books/OL26322366M,https://covers.openlibrary.org/b/id/7997164-S.jpg,https://covers.openlibrary.org/b/id/7997164-M.jpg,https://covers.openlibrary.org/b/id/7997164-L.jpg,,"Slaughterhouse-five, or, The children's crusade: a duty-dance with death",2000,,"London, UK","American science fiction; bombing of Dresden; Open Library staff picks; military fiction; war stories; World War II; World War, 1939-1945; literature and the war; war; free will and determinism; literary fiction; Fiction; Animals; Boats and boating; Juvenile fiction; Accelerated Reader; Domestic animals; American fiction (fictional works by one author); Fiction, general; Fiction, war & military; World war, 1939-1945, fiction; Classic Literature; Drama; Vonnegut, kurt, 1922-2007; American literature, history and criticism; Destruction and pillage; World War (1939-1945) fast (OCoLC)fst01180924; Roman américain; Literature; American literature; Literatură americană; Roman; Time travel; Voyages dans le temps; Romans, nouvelles; Science fiction",Kurt Vonnegut,PS3572.O5S6 1991,,,,Vintage,,,,,,,,,,,,,
0006482783,9780006482789,OL7259230M,,https://openlibrary.org/books/OL7259230M/Sandman,368.0,,,,,,,/books/OL7259230M,https://covers.openlibrary.org/b/id/5025-S.jpg,https://covers.openlibrary.org/b/id/5025-M.jpg,https://covers.openlibrary.org/b/id/5025-L.jpg,,Sandman,"April 19, 1996",,,"Fiction, general; Comic books, strips, etc.; Short stories; American Fantasy fiction; Dreams",Neil Gaiman,,,,Book of Dreams,TITAN GRAPHIC NOVELS; Harper Collins - Voyager,,43055,1051916,,,,,,,,,,
0007154348,,OL22017711M,,https://openlibrary.org/books/OL22017711M/Legends_II,645.0,645 p. ;,,,,,,/books/OL22017711M,,,,edited by Robert Silverberg.,Legends II,2003,,London,"Fantasy; Fiction; Fiction, general; Fantasy fiction; Short stories; Fiction, fantasy, general; American Fantasy fiction",Robert Silverberg; Orson Scott Card,PS648.F3,,Legends 2.,,Voyager,,4038999,1933470,,,,823.08766080914,,,,,,
0007523424,9780007523429,OL28259352M,,https://openlibrary.org/books/OL28259352M/Interworld,288.0,288 pages,"{'preview_url': 'https://archive.org/details/interworld0000gaim', 'availability': 'restricted', 'formats': {}}",,,,,/books/OL28259352M,https://covers.openlibrary.org/b/id/10188049-S.jpg,https://covers.openlibrary.org/b/id/10188049-M.jpg,https://covers.openlibrary.org/b/id/10188049-L.jpg,"Neil Gaiman, Michael Reaves",Interworld,2013,,,"Juvenile fiction; Space and time; Fiction; Space and time in fiction; Science fiction; Good and evil in fiction; Good and evil; Children's fiction; Space and time, fiction; Good and evil, fiction; Fantasy fiction",Neil Gaiman; Michael Reaves; Reaves,,,"Originally published: New York: Eos, 2007.",,Harpercollins,,,,,840433784,,813.54,,,,,,
0007523432,9780007523436,OL27571129M,,https://openlibrary.org/books/OL27571129M/The_Silver_Dream,,,,,,,,/books/OL27571129M,https://covers.openlibrary.org/b/id/9026129-S.jpg,https://covers.openlibrary.org/b/id/9026129-M.jpg,https://covers.openlibrary.org/b/id/9026129-L.jpg,,The Silver Dream,2013,,,"Science fiction; Juvenile fiction; Good and evil; Space and time; Fiction; Children's fiction; Good and evil, fiction; Space and time, fiction; Joey Harker (Fictitious character); Bien y mal; Ficción juvenil; Espacio y tiempo; Ficcion juvenil; Spanish language materials",Neil Gaiman; Michael Reaves; Mallory Reaves; Reaves,,,Source title: The Silver Dream (Interworld),,HarperCollinsChildrensBooks,,,,,,,,0007523432,,,,,
,9780007523443,OL33479912M,,https://openlibrary.org/books/OL33479912M/Interworld,288.0,,,,0.272,,,/books/OL33479912M,,,,,Interworld,2013,,,"Juvenile fiction; Space and time; Fiction; Space and time in fiction; Science fiction; Good and evil in fiction; Good and evil; Children's fiction; Space and time, fiction; Good and evil, fiction; Fantasy fiction",Neil Gaiman; Michael Reaves; Reaves,,,,,HarperCollins Publishers Limited,,,,,,,,,,,,,
,9780007523450,OL30644456M,,https://openlibrary.org/books/OL30644456M/The_Silver_Dream,,,"{'preview_url': 'https://archive.org/details/silverdream0000gaim', 'availability': 'restricted', 'formats': {}}",,,,,/books/OL30644456M,https://covers.openlibrary.org/b/id/10481545-S.jpg,https://covers.openlibrary.org/b/id/10481545-M.jpg,https://covers.openlibrary.org/b/id/10481545-L.jpg,,The Silver Dream,2014,,,"Science fiction; Juvenile fiction; Good and evil; Space and time; Fiction; Children's fiction; Good and evil, fiction; Space and time, fiction; Joey Harker (Fictitious character); Bien y mal; Ficción juvenil; Espacio y tiempo; Ficcion juvenil; Spanish language materials",Neil Gaiman; Michael Reaves; Mallory Reaves; Reaves,,,,,HarperCollins Children's Books,,,,,,,,,,,,,
,9780007523467,OL36706237M,,https://openlibrary.org/books/OL36706237M/Silver_Dream,,256,,,0.272,,,/books/OL36706237M,,,,,Silver Dream,2013,,,"Science fiction; Juvenile fiction; Good and evil; Space and time; Fiction; Children's fiction; Good and evil, fiction; Space and time, fiction; Joey Harker (Fictitious character); Bien y mal; Ficción juvenil; Espacio y tiempo; Ficcion juvenil; Spanish language materials",Neil Gaiman; Michael Reaves; Mallory Reaves; Reaves,,,,,HarperCollins Publishers Limited,,,,,,,,,,,,,
0007523475,9780007523474,OL32318400M,,https://openlibrary.org/books/OL32318400M/The_Silver_Dream,,,,,,,,/books/OL32318400M,https://covers.openlibrary.org/b/id/10942035-S.jpg,https://covers.openlibrary.org/b/id/10942035-M.jpg,https://covers.openlibrary.org/b/id/10942035-L.jpg,,The Silver Dream,,,,"Science fiction; Juvenile fiction; Good and evil; Space and time; Fiction; Children's fiction; Good and evil, fiction; Space and time, fiction; Joey Harker (Fictitious character); Bien y mal; Ficción juvenil; Espacio y tiempo; Ficcion juvenil; Spanish language materials",Neil Gaiman; Michael Reaves; Mallory Reaves; Reaves,,,Source title: The Silver Dream (Interworld),,HarperCollinsChildrensBooks,,,,,,,,,,,,,
0007523483,9780007523481,OL32097272M,,https://openlibrary.org/books/OL32097272M/Eternity's_wheel,,1 volume,"{'preview_url': 'https://archive.org/details/eternityswheel0000reav', 'availability': 'borrow', 'formats': {}, 'borrow_url': ""https://openlibrary.org/books/OL32097272M/Eternity's_wheel/borrow"", 'checkedout': True}",,,,,/books/OL32097272M,https://covers.openlibrary.org/b/id/10753005-S.jpg,https://covers.openlibrary.org/b/id/10753005-M.jpg,https://covers.openlibrary.org/b/id/10753005-L.jpg,Michael Reaves and Mallory Reaves ; created by Neil Gaiman,Eternity's wheel,2015,,,"Science fiction; Magic; Juvenile fiction; Good and evil; Space and time; Fiction; Children's fiction; Space and time, fiction; Magic, fiction; Good and evil, fiction",Neil Gaiman; Michael Reaves; Mallory Reaves; Reaves,,,11+.,,,,,,,951009754,,813.6,,,,,,
,9780007523498,OL36718597M,,https://openlibrary.org/books/OL36718597M/Eternity's_Wheel,,288,,,0.272,,,/books/OL36718597M,,,,,Eternity's Wheel,2015,,,"Science fiction; Magic; Juvenile fiction; Good and evil; Space and time; Fiction; Children's fiction; Space and time, fiction; Magic, fiction; Good and evil, fiction",Neil Gaiman; Michael Reaves; Mallory Reaves; Reaves,,,,,HarperCollins Publishers Limited,,,,,,,,,,,,,
0007523505,9780007523504,OL27491205M,,https://openlibrary.org/books/OL27491205M/Eternity's_Wheel,,,,,,,,/books/OL27491205M,https://covers.openlibrary.org/b/id/8948829-S.jpg,https://covers.openlibrary.org/b/id/8948829-M.jpg,https://covers.openlibrary.org/b/id/8948829-L.jpg,,Eternity's Wheel,,,,"Science fiction; Magic; Juvenile fiction; Good and evil; Space and time; Fiction; Children's fiction; Space and time, fiction; Magic, fiction; Good and evil, fiction",Neil Gaiman; Michael Reaves; Mallory Reaves; Reaves,,,Source title: Eternity's Wheel (Interworld),,HARPER COLLINS,,,,,,,,0007523505,,,,,
0007581955,9780007581955,OL28652544M,,https://openlibrary.org/books/OL28652544M/Eternity's_Wheel,,,"{'preview_url': 'https://archive.org/details/eternityswheelin0000gaim', 'availability': 'restricted', 'formats': {}}",,,,,/books/OL28652544M,https://covers.openlibrary.org/b/id/10481546-S.jpg,https://covers.openlibrary.org/b/id/10481546-M.jpg,https://covers.openlibrary.org/b/id/10481546-L.jpg,,Eternity's Wheel,"May 19, 2015",,,"Science fiction; Magic; Juvenile fiction; Good and evil; Space and time; Fiction; Children's fiction; Space and time, fiction; Magic, fiction; Good and evil, fiction",Neil Gaiman; Michael Reaves; Mallory Reaves; Reaves,,,Source title: Eternity's Wheel (Interworld),,imusti; HarperCollins Childrens Books,,,,,,,,,,,,,
0060010606,9780060010607,OL24255404M,"{'title': ""Neil Gaiman | Neil's Work | Books | American Gods"", 'url': 'http://www.neilgaiman.com/works/Books/American+Gods/ed/102/'}; {'title': 'American Gods - Wikipedia', 'url': 'https://en.wikipedia.org/wiki/American_Gods'}; {'title': 'publishersweekly.com/978-0-380-97365-1', 'url': 'https://www.publishersweekly.com/978-0-380-97365-1'}; {'title': 'Neil Gaiman, “American Gods: The Tenth Anniversary Edition”', 'url': 'https://www.newyorker.com/recommends/listen/american-gods-the-tenth-anniversary-edition'}; {'title': 'New York Times review', 'url': 'http://www.nytimes.com/2001/07/29/books/books-in-brief-fiction-poetry-319619.html'}",https://openlibrary.org/books/OL24255404M/American_Gods,,,,Shadow Moon; Mr. Wednesday; Spider; Anansi; Laura Moon; Hinzelmann; Easter; Whiskey Jack; Loki; Odin; Mr. Ibis; Samantha Black Crow; Bilquis; Media; Mad Sweeney; Czernobog; Mr. Jacquel; Mr. Nancy; Chad Mulligan; Margaret Black Crow; Mr. Town; Mr. World; Technical Boy,,Chicago; Illinois (United States); Chattanooga; Tennessee (United States); Minnesota (United States); Wisconsin (United States); Rock City,,/books/OL24255404M,https://covers.openlibrary.org/b/id/8347677-S.jpg,https://covers.openlibrary.org/b/id/8347677-M.jpg,https://covers.openlibrary.org/b/id/8347677-L.jpg,,American Gods,2001-06,,"New York, USA","science fiction; fantasy fiction; Americana; fantasy; mythology; Spiritual warfare; Literature; award:hugo_award=2002; Ex-convicts; Fiction; Hugo Award Winner; New York Times bestseller; American National characteristics; Urban Fantasy; nyt:e-book_fiction=2012-01-14; award:hugo_award=novel; Widowers; Bodyguards; Roman; Amerikanisches Englisch; Fiction, fantasy, contemporary; Widowers, fiction; Widows, fiction; Coloring books; English fiction; Demonology; Spiritual life; New York Times reviewed; award:nebula_award=novel; Comics & graphic novels, fantasy; English literature; Características nacionales; Novela; Ex-détenus; Romans, nouvelles; Veufs; Gardes du corps; Combat spirituel; Gods",Neil Gaiman,,"{'text': 'Shadow had done three years in prison.', 'comment': 'first sentence'}",,,PerfectBound,,,4404,,52640106,,,,,4C0678EF-0B33-43F9-B497-53535C1C9529,,,
0060010614,9780060010614,OL32318403M,"{'title': ""Neil Gaiman | Neil's Work | Books | American Gods"", 'url': 'http://www.neilgaiman.com/works/Books/American+Gods/ed/102/'}; {'title': 'American Gods - Wikipedia', 'url': 'https://en.wikipedia.org/wiki/American_Gods'}; {'title': 'publishersweekly.com/978-0-380-97365-1', 'url': 'https://www.publishersweekly.com/978-0-380-97365-1'}; {'title': 'Neil Gaiman, “American Gods: The Tenth Anniversary Edition”', 'url': 'https://www.newyorker.com/recommends/listen/american-gods-the-tenth-anniversary-edition'}; {'title': 'New York Times review', 'url': 'http://www.nytimes.com/2001/07/29/books/books-in-brief-fiction-poetry-319619.html'}",https://openlibrary.org/books/OL32318403M/American_Gods,,,,Shadow Moon; Mr. Wednesday; Spider; Anansi; Laura Moon; Hinzelmann; Easter; Whiskey Jack; Loki; Odin; Mr. Ibis; Samantha Black Crow; Bilquis; Media; Mad Sweeney; Czernobog; Mr. Jacquel; Mr. Nancy; Chad Mulligan; Margaret Black Crow; Mr. Town; Mr. World; Technical Boy,,Chicago; Illinois (United States); Chattanooga; Tennessee (United States); Minnesota (United States); Wisconsin (United States); Rock City,,/books/OL32318403M,https://covers.openlibrary.org/b/id/10942037-S.jpg,https://covers.openlibrary.org/b/id/10942037-M.jpg,https://covers.openlibrary.org/b/id/10942037-L.jpg,,American Gods,"Jul 05, 2001",,,"science fiction; fantasy fiction; Americana; fantasy; mythology; Spiritual warfare; Literature; award:hugo_award=2002; Ex-convicts; Fiction; Hugo Award Winner; New York Times bestseller; American National characteristics; Urban Fantasy; nyt:e-book_fiction=2012-01-14; award:hugo_award=novel; Widowers; Bodyguards; Roman; Amerikanisches Englisch; Fiction, fantasy, contemporary; Widowers, fiction; Widows, fiction; Coloring books; English fiction; Demonology; Spiritual life; New York Times reviewed; award:nebula_award=novel; Comics & graphic novels, fantasy; English literature; Características nacionales; Novela; Ex-détenus; Romans, nouvelles; Veufs; Gardes du corps; Combat spirituel; Gods",Neil Gaiman,,"{'text': 'Shadow had done three years in prison.', 'comment': 'first sentence'}",,,Perfectbound,,,,,,,,,,,,,
0060010622,9780060010621,OL32318434M,"{'title': ""Neil Gaiman | Neil's Work | Books | American Gods"", 'url': 'http://www.neilgaiman.com/works/Books/American+Gods/ed/102/'}; {'title': 'American Gods - Wikipedia', 'url': 'https://en.wikipedia.org/wiki/American_Gods'}; {'title': 'publishersweekly.com/978-0-380-97365-1', 'url': 'https://www.publishersweekly.com/978-0-380-97365-1'}; {'title': 'Neil Gaiman, “American Gods: The Tenth Anniversary Edition”', 'url': 'https://www.newyorker.com/recommends/listen/american-gods-the-tenth-anniversary-edition'}; {'title': 'New York Times review', 'url': 'http://www.nytimes.com/2001/07/29/books/books-in-brief-fiction-poetry-319619.html'}",https://openlibrary.org/books/OL32318434M/American_Gods,,,,Shadow Moon; Mr. Wednesday; Spider; Anansi; Laura Moon; Hinzelmann; Easter; Whiskey Jack; Loki; Odin; Mr. Ibis; Samantha Black Crow; Bilquis; Media; Mad Sweeney; Czernobog; Mr. Jacquel; Mr. Nancy; Chad Mulligan; Margaret Black Crow; Mr. Town; Mr. World; Technical Boy,,Chicago; Illinois (United States); Chattanooga; Tennessee (United States); Minnesota (United States); Wisconsin (United States); Rock City,,/books/OL32318434M,https://covers.openlibrary.org/b/id/10942071-S.jpg,https://covers.openlibrary.org/b/id/10942071-M.jpg,https://covers.openlibrary.org/b/id/10942071-L.jpg,,American Gods,"Sep 05, 2001",,,"science fiction; fantasy fiction; Americana; fantasy; mythology; Spiritual warfare; Literature; award:hugo_award=2002; Ex-convicts; Fiction; Hugo Award Winner; New York Times bestseller; American National characteristics; Urban Fantasy; nyt:e-book_fiction=2012-01-14; award:hugo_award=novel; Widowers; Bodyguards; Roman; Amerikanisches Englisch; Fiction, fantasy, contemporary; Widowers, fiction; Widows, fiction; Coloring books; English fiction; Demonology; Spiritual life; New York Times reviewed; award:nebula_award=novel; Comics & graphic novels, fantasy; English literature; Características nacionales; Novela; Ex-détenus; Romans, nouvelles; Veufs; Gardes du corps; Combat spirituel; Gods",Neil Gaiman,,"{'text': 'Shadow had done three years in prison.', 'comment': 'first sentence'}",,,HarperCollins Publishers,,,,,,,,,,,,,
,9780060010829; 9780061793073; 9780060770389,OL24266492M,,https://openlibrary.org/books/OL24266492M/Stardust,,,,Tristran Thorn; Yvaine,,England; Inglaterra; London; Wall; Stormhold,modern times,/books/OL24266492M,https://covers.openlibrary.org/b/id/6415332-S.jpg,https://covers.openlibrary.org/b/id/6415332-M.jpg,https://covers.openlibrary.org/b/id/6415332-L.jpg,,Stardust,2001,,New York,"Young men; Fiction; Brujas; underworld; Magia; Quests (Expeditions); Jóvenes (Hombres); Fantasy; Novela fantástica; Witches; Magic; Ficción; Búsquedas (Expediciones); Young men -- Fiction; England -- Fiction; Comics & graphic novels, fantasy; Comics & graphic novels, historical fiction; England, fiction; Fiction, fantasy, historical; Fiction, romance, fantasy; Fiction, action & adventure; Movie novels; Alex award; Juvenile fiction; Social life and customs; Love stories; Fairy Story; Meteors; Meteoros; Ficción juvenil; Estrellas fugaces; Jóvenes (Varones); Spanish language materials; Literature; Stardust (Motion picture); Manners and customs; nyt:e-book-fiction=2013-12-22; New York Times bestseller; Man-woman relationship; Adventure fiction; Fairies; Voyages and travels; Comics & graphic novels, fantasy, general; Comics & graphic novels, historical fiction, general",Neil Gaiman,,,,,HarperCollins,,,,,,,,,,A2D4A170-FD7C-4105-94C6-B2D8DF1BFF3F,,,
0060010835,9780060010836,OL32318435M,,https://openlibrary.org/books/OL32318435M/Stardust,,,,Tristran Thorn; Yvaine,,England; Inglaterra; London; Wall; Stormhold,modern times,/books/OL32318435M,https://covers.openlibrary.org/b/id/10942072-S.jpg,https://covers.openlibrary.org/b/id/10942072-M.jpg,https://covers.openlibrary.org/b/id/10942072-L.jpg,,Stardust,"Jul 05, 2001",,,"Young men; Fiction; Brujas; underworld; Magia; Quests (Expeditions); Jóvenes (Hombres); Fantasy; Novela fantástica; Witches; Magic; Ficción; Búsquedas (Expediciones); Young men -- Fiction; England -- Fiction; Comics & graphic novels, fantasy; Comics & graphic novels, historical fiction; England, fiction; Fiction, fantasy, historical; Fiction, romance, fantasy; Fiction, action & adventure; Movie novels; Alex award; Juvenile fiction; Social life and customs; Love stories; Fairy Story; Meteors; Meteoros; Ficción juvenil; Estrellas fugaces; Jóvenes (Varones); Spanish language materials; Literature; Stardust (Motion picture); Manners and customs; nyt:e-book-fiction=2013-12-22; New York Times bestseller; Man-woman relationship; Adventure fiction; Fairies; Voyages and travels; Comics & graphic novels, fantasy, general; Comics & graphic novels, historical fiction, general",Neil Gaiman,,,,,Perfectbound,,,,,,,,,,,,,
,9780060010843,OL37346081M,,https://openlibrary.org/books/OL37346081M/Stardust,,,,Tristran Thorn; Yvaine,,England; Inglaterra; London; Wall; Stormhold,modern times,/books/OL37346081M,,,,,Stardust,2001,,,"Young men; Fiction; Brujas; underworld; Magia; Quests (Expeditions); Jóvenes (Hombres); Fantasy; Novela fantástica; Witches; Magic; Ficción; Búsquedas (Expediciones); Young men -- Fiction; England -- Fiction; Comics & graphic novels, fantasy; Comics & graphic novels, historical fiction; England, fiction; Fiction, fantasy, historical; Fiction, romance, fantasy; Fiction, action & adventure; Movie novels; Alex award; Juvenile fiction; Social life and customs; Love stories; Fairy Story; Meteors; Meteoros; Ficción juvenil; Estrellas fugaces; Jóvenes (Varones); Spanish language materials; Literature; Stardust (Motion picture); Manners and customs; nyt:e-book-fiction=2013-12-22; New York Times bestseller; Man-woman relationship; Adventure fiction; Fairies; Voyages and travels; Comics & graphic novels, fantasy, general; Comics & graphic novels, historical fiction, general",Neil Gaiman,,,,,HarperCollins Publishers,,,,,,,,,,,,,
,9780060010850; 9780061795299,OL24269224M,,https://openlibrary.org/books/OL24269224M/Smoke_and_Mirrors,,,,,,,,/books/OL24269224M,https://covers.openlibrary.org/b/id/6418401-S.jpg,https://covers.openlibrary.org/b/id/6418401-M.jpg,https://covers.openlibrary.org/b/id/6418401-L.jpg,,Smoke and Mirrors,2001,,New York,"Fantasy; Fiction; Fiction, general; Assassins; Vampires; Asesinos; Asesinato; Ficcion; Murder; Vampiros; Fiction, short stories (single author); Short stories; Fiction, fantasy, general; Children's fiction; Horror tales; Fantasy fiction",Neil Gaiman; Richard Chizmar; William Peter Blatty; Kealan Patrick Burke; Brian Keene; Joe Hill; Joe R. Lansdale; Ray Garton,,,,,HarperCollins,,,,,,,,,,09366A7C-4D2A-4F9E-8890-CB28546506C1,,,
006001086X,9780060010867,OL32318438M,,https://openlibrary.org/books/OL32318438M/Smoke_and_Mirrors,,,,,,,,/books/OL32318438M,https://covers.openlibrary.org/b/id/10942075-S.jpg,https://covers.openlibrary.org/b/id/10942075-M.jpg,https://covers.openlibrary.org/b/id/10942075-L.jpg,,Smoke and Mirrors,"Jan 05, 2002",,,"Fantasy; Fiction; Fiction, general; Assassins; Vampires; Asesinos; Asesinato; Ficcion; Murder; Vampiros; Fiction, short stories (single author); Short stories; Fiction, fantasy, general; Children's fiction; Horror tales; Fantasy fiction",Neil Gaiman; Richard Chizmar; William Peter Blatty; Kealan Patrick Burke; Brian Keene; Joe Hill; Joe R. Lansdale; Ray Garton,,,,,HarperCollins Publishers,,,,,,,,,,,,,
0060010878,9780060010874,OL32318439M,,https://openlibrary.org/books/OL32318439M/Smoke_And_Mirrors,,,,,,,,/books/OL32318439M,https://covers.openlibrary.org/b/id/10942076-S.jpg,https://covers.openlibrary.org/b/id/10942076-M.jpg,https://covers.openlibrary.org/b/id/10942076-L.jpg,,Smoke And Mirrors,"Jan 05, 2001",,,"Fantasy; Fiction; Fiction, general; Assassins; Vampires; Asesinos; Asesinato; Ficcion; Murder; Vampiros; Fiction, short stories (single author); Short stories; Fiction, fantasy, general; Children's fiction; Horror tales; Fantasy fiction",Neil Gaiman; Richard Chizmar; William Peter Blatty; Kealan Patrick Burke; Brian Keene; Joe Hill; Joe R. Lansdale; Ray Garton,,,Source title: Smoke And Mirrors: Short Fictions And Illusions,Short Fictions And Illusions,HarperCollins Publishers,,,,,,,,,,,,,
0060093641,9780060093648,OL9229602M,"{'title': ""Neil Gaiman | Neil's Work | Books | American Gods"", 'url': 'http://www.neilgaiman.com/works/Books/American+Gods/ed/102/'}; {'title': 'American Gods - Wikipedia', 'url': 'https://en.wikipedia.org/wiki/American_Gods'}; {'title': 'publishersweekly.com/978-0-380-97365-1', 'url': 'https://www.publishersweekly.com/978-0-380-97365-1'}; {'title': 'Neil Gaiman, “American Gods: The Tenth Anniversary Edition”', 'url': 'https://www.newyorker.com/recommends/listen/american-gods-the-tenth-anniversary-edition'}; {'title': 'New York Times review', 'url': 'http://www.nytimes.com/2001/07/29/books/books-in-brief-fiction-poetry-319619.html'}",https://openlibrary.org/books/OL9229602M/American_Gods,,,,Shadow Moon; Mr. Wednesday; Spider; Anansi; Laura Moon; Hinzelmann; Easter; Whiskey Jack; Loki; Odin; Mr. Ibis; Samantha Black Crow; Bilquis; Media; Mad Sweeney; Czernobog; Mr. Jacquel; Mr. Nancy; Chad Mulligan; Margaret Black Crow; Mr. Town; Mr. World; Technical Boy,,Chicago; Illinois (United States); Chattanooga; Tennessee (United States); Minnesota (United States); Wisconsin (United States); Rock City,,/books/OL9229602M,https://covers.openlibrary.org/b/id/1064743-S.jpg,https://covers.openlibrary.org/b/id/1064743-M.jpg,https://covers.openlibrary.org/b/id/1064743-L.jpg,,American Gods,2001,,,"science fiction; fantasy fiction; Americana; fantasy; mythology; Spiritual warfare; Literature; award:hugo_award=2002; Ex-convicts; Fiction; Hugo Award Winner; New York Times bestseller; American National characteristics; Urban Fantasy; nyt:e-book_fiction=2012-01-14; award:hugo_award=novel; Widowers; Bodyguards; Roman; Amerikanisches Englisch; Fiction, fantasy, contemporary; Widowers, fiction; Widows, fiction; Coloring books; English fiction; Demonology; Spiritual life; New York Times reviewed; award:nebula_award=novel; Comics & graphic novels, fantasy; English literature; Características nacionales; Novela; Ex-détenus; Romans, nouvelles; Veufs; Gardes du corps; Combat spirituel; Gods",Neil Gaiman,,"{'text': 'Ombre purgeait trois ans de prison.', 'comment': '', 'first_sentence': True}; {'text': 'Shadow had done three years in prison.', 'comment': 'first sentence'}",,,"William Morrow & Co, Inc.",,2280068,2707900,,,,,,,,,,
